M_SIGLAUNIVOCA;M_SIGLAAZ;DESCRIZIONE;NOMEBREVE;COORDX;COORDY;TIPO;COMUNE;LOCALITA;STAMPAPERORARIO;IDDISEGNO;FR;SOPPRESSA;STALLO
RE396522;396522;ARCETO - CA' BIANCA;NULL;638310,98;941358,73;5;NULL;NULL;S;135838310;S;N;NULL
RE396523;396523;SALVATERRA - CRISTO;NULL;639368,004;940704,241;5;137;Casalgrande;S;70439368;S;N;NULL
RE396524;396524;SALVATERRA;NULL;640325,3;940369,545;5;137;Casalgrande;S;36940325;S;N;NULL
RE396526;396526;SALVATERRA - INC. VIA BASSA;NULL;640472,875;939787,5;1;137;Casalgrande;S;978740472;S;N;NULL
RE396527;396527;SALVATERRA - INC. VIA DELL'ARTIGIANATO;NULL;639970,812;938360,938;1;137;Casalgrande;S;836039970;S;N;NULL
RE396528;396528;VILLALUNGA - INC. CASALGRANDE;NULL;640106,275;937559,456;1;137;Casalgrande;S;755940106;S;N;NULL
RE396529;396529;VILLALUNGA - INC. VIA F. LLI BANDIERA;NULL;640228,625;936721,562;1;137;Casalgrande;S;672140228;S;N;NULL
RE396531;396531;VILLALUNGA;NULL;640273,864;936128,523;1;137;Casalgrande;S;612840273;S;N;NULL
RE396532;396532;S. ANTONINO - CHIESA;NULL;640014,245;935231,181;5;137;Casalgrande;S;523140014;S;N;NULL
RE396533;396533;VEGGIA - INC. SASSUOLO;NULL;640396,457;934674,36;1;137;Veggia;S;467440396;S;N;NULL
RE396534;396534;SALVATERRA - INC. VIA DON MILANI;NULL;640568,312;940197,312;1;137;Casalgrande;S;19740568;S;N;NULL
RE396535;396535;SALVATERRA - INC. VIA GIORGIONE;NULL;640324,312;939342,062;5;137;Casalgrande;S;934240324;S;N;NULL
RE396536;396536;GAVASSETO - INC. VIA F. FERRER;NULL;632766,663;945840,808;1;NULL;NULL;S;584032766;S;N;NULL
RE396537;396537;SABBIONE - VIA U. CANTU';NULL;634740,406;943440,346;1;NULL;NULL;S;344034740;S;N;NULL
RE396538;396538;ARCETO - VIA CARROBBIO;NULL;636854,626;942389,223;1;NULL;NULL;S;238936854;S;N;NULL
RE396539;396539;VILLALUNGA - STAZIONE;NULL;640140,312;935488,5;5;137;Casalgrande;S;548840140;S;N;NULL
RE396540;396540;S. MAURIZIO - CANTINA;NULL;633600,856;949022,111;1;NULL;NULL;S;902233600;S;N;NULL
RE396542;396542;S. MAURIZIO - VIA ZANTI;NULL;633265,905;948676,104;1;NULL;NULL;S;867633265;S;N;NULL
RE397001;397001;PRATICELLO - VIA D. P. BORGHI;NULL;615844,375;962953,188;1;NULL;NULL;S;295315844;S;N;NULL
RE397002;397002;PAULLI;NULL;615656,324;964068,266;1;NULL;NULL;S;406815656;S;N;NULL
RE397003;397003;FIESSO;NULL;614505,506;964347,444;1;NULL;NULL;S;434714505;S;N;NULL
RE397004;397004;GATTATICO;NULL;615054,503;961456,642;1;NULL;NULL;S;145615054;S;N;NULL
RE397501;397501;PRATICELLO - VIA D. P. BORGHI;NULL;615835,938;962954,562;1;NULL;NULL;S;295415835;S;N;NULL
RE397502;397502;PAULLI;NULL;615651,125;964049,625;1;NULL;NULL;S;404915651;S;N;NULL
RE397503;397503;FIESSO;NULL;614527,562;964354,125;1;NULL;NULL;S;435414527;S;N;NULL
RE397504;397504;GATTATICO;NULL;615047,062;961475,875;1;NULL;NULL;S;147515047;S;N;NULL
RE397505;397505;GATTATICO - VIA MATTEI;NULL;615522,286;961528,695;1;NULL;NULL;S;152815522;S;N;NULL
RE3GUA15;3GUA15;SAN BERNARDINO - SOST. TRENO;NULL;633343,375;970077,312;1;NULL;NULL;S;7733343;S;N;NULL
RE3GUA16;3GUA16;SAN GIACOMO - SOST. TRENO;NULL;631145,062;972855,312;1;NULL;NULL;S;285531145;S;N;NULL
RE3GUA17;3GUA17;SAN GIACOMO - SOST. TRENO;NULL;631137,125;972862,375;1;NULL;NULL;S;286231137;S;N;NULL
RE3GUA18;3GUA18;SAN BERNARDINO - SOST. TRENO;NULL;633312,599;970063,204;1;NULL;NULL;S;6333312;S;N;NULL
RE3GUA19;3GUA19;SAN TOMASO DELLA FOSSA;NULL;633216,188;961531,812;6;NULL;NULL;S;153133216;S;N;NULL
RE3GUA20;3GUA20;SAN TOMASO DELLA FOSSA;NULL;633196,438;961539,938;1;NULL;NULL;S;153933196;S;N;NULL
RE3GUA21;3GUA21;SANTA MARIA DELLA FOSSA;NULL;634028,224;962761,818;1;NULL;NULL;S;276134028;S;N;NULL
RE3GUA22;3GUA22;SANTA MARIA DELLA FOSSA;NULL;634002,688;962761,188;6;NULL;NULL;S;276134002;S;N;NULL
RE3GUA23;3GUA23;SAN GIOVANNI DELLA FOSSA;NULL;634748,59;963975,226;6;NULL;NULL;S;397534748;S;N;NULL
RE3GUA24;3GUA24;SAN GIOVANNI DELLA FOSSA;NULL;634647,312;963892,375;1;NULL;NULL;S;389234647;S;N;NULL
RE3GUA25;3GUA25;PIEVE ROSSA - SOST. TRENO;NULL;632726,625;959990;1;NULL;NULL;S;999032726;S;N;NULL
RE3GUA26;3GUA26;PIEVE ROSSA - SOST. TRENO;NULL;632708,062;959980,688;1;NULL;NULL;S;998032708;S;N;NULL
RE3GUA27;3GUA27;BAGNOLO IN PIANO QUARTIERE SOAVE - SOST.;NULL;632729,562;959135,75;1;NULL;NULL;S;913532729;S;N;NULL
RE3GUA28;3GUA28;BAGNOLO IN PIANO QUARTIERE SOAVE - SOST.;NULL;632705,125;959134,562;1;NULL;NULL;S;913432705;S;N;NULL
RE3SAS13;3SAS13;CASALGRANDE - INC. VIA TORINO;NULL;637628,125;938454,062;1;137;Casalgrande;S;845437628;S;N;NULL
RE3SAS14;3SAS14;CASALGRANDE - INC. VIA TORINO;NULL;637622,125;938438,062;1;137;Casalgrande;S;843837622;S;N;NULL
RE3SAS15;3SAS15;CHIOZZA - SOST. TRENO;NULL;635436,584;939866,277;1;NULL;NULL;S;986635436;S;N;NULL
RE3SAS16;3SAS16;CHIOZZA - SOST. TRENO;NULL;635385,799;939857,945;1;NULL;NULL;S;985735385;S;N;NULL
RE4000;4000;SASSUOLO TERMINAL BUS;NULL;642036,442;934083,013;1;156;Sassuolo;N;408342036;S;N;NULL
RE454032;454032;CASE STEFANI;NULL;620084,842;902810,027;1;282;Frassinoro;S;281020084;S;N;NULL
RE454033;454033;CASE FARIOLI;NULL;620422,125;902755,75;1;282;Frassinoro;S;275520422;S;N;NULL
RE454034;454034;FONTANALUCCIA - CHIESA;NULL;620652,125;902738,438;1;282;Fontanaluccia;S;273820652;S;N;NULL
RE454035;454035;FONTANALUCCIA - CASE CERBIANI;NULL;621061,562;902604,75;5;282;Frassinoro;S;260421061;S;N;NULL
RE454532;454532;CASE STEFANI;NULL;620071,253;902828,516;1;282;Frassinoro;S;282820071;S;N;NULL
RE454533;454533;CASE FARIOLI;NULL;620406,381;902726,014;1;282;Fontanaluccia;S;272620406;S;N;NULL
RE454534;454534;FONTANALUCCIA - CHIESA;NULL;620656,34;902757,755;1;282;Frassinoro;S;275720656;S;N;NULL
RE482029;482029;CARPI - INC. VIA GEMINIOLA;NULL;645157,375;958983,062;5;326;Carpi;S;898345157;S;N;NULL
RE482030;482030;CARPI - INC. STRADELLO ZUCCOLI;NULL;645553,875;958829,625;1;326;Carpi;S;882945553;S;N;NULL
RE482031;482031;CARPI - S. CROCE;NULL;646418;958664,438;1;326;Carpi;S;866446418;S;N;NULL
RE482032;482032;CARPI - INC. VIA ZAPPIANO;NULL;647250,391;959720,979;1;326;Carpi;S;972047250;S;N;NULL
RE482033;482033;CARPI - STADIO COMUNALE;NULL;648746,062;959748,562;1;326;Carpi;S;974848746;S;N;NULL
RE482034;482034;CARPI - PIAZZALE RAMAZZINI;NULL;648944,812;960275,562;1;326;Carpi;S;27548944;S;N;NULL
RE482036;482036;CARPI - POLIZIA MUNICIPALE;NULL;648636,219;960678,961;1;326;Carpi;S;67848636;S;N;NULL
RE482529;482529;CARPI - INC. VIA GEMINIOLA;NULL;645046,682;959044,101;1;326;Carpi;S;904445046;S;N;NULL
RE482530;482530;CARPI - INC. STRADELLO ZUCCOLI;NULL;645565,417;958836,469;1;326;Carpi;S;883645565;S;N;NULL
RE482531;482531;CARPI - S. CROCE;NULL;646389,926;958682,316;1;326;Carpi;S;868246389;S;N;NULL
RE482532;482532;CARPI - INC. VIA ZAPPIANO;NULL;647260,701;959774,912;1;326;Carpi;S;977447260;S;N;NULL
RE482533;482533;CARPI - STADIO COMUNALE;NULL;648705,77;959729,838;1;326;Carpi;S;972948705;S;N;NULL
RE482534;482534;CARPI - PIAZZALE RAMAZZINI;NULL;648939,812;960265,625;1;326;Carpi;S;26548939;S;N;NULL
RE482535;482535;CARPI - POLIZIA MUNICIPALE;NULL;648605,65;960679,173;1;326;Carpi;S;67948605;S;N;NULL
RE488002;488002;SASSUOLO - INC. VIA ANCORA;NULL;641182,059;934372,184;1;156;Sassuolo;S;437241182;S;N;NULL
RE488005;488005;SASSUOLO - PISCINE;NULL;640747,215;932162,111;5;156;Sassuolo;S;216240747;S;N;NULL
RE489010;489010;NOVI - VILLA FACCI;NULL;649209,625;971919,312;1;68;Novi Di Modena;S;191949209;S;N;NULL
RE489510;489510;NOVI - VILLA FACCI;NULL;649208,438;971910;1;68;Novi Di Modena;S;191049208;S;N;NULL
RE495103;495103;MIGLIARINA - INC. VIA BALDUINA;NULL;643840,375;963743,5;5;326;Carpi;S;374343840;S;N;NULL
RE495104;495104;MIGLIARINA - COLOMBARA;NULL;644537,562;963412,188;5;326;Carpi;S;341244537;S;N;NULL
RE495105;495105;MIGLIARINA;NULL;645335,438;963068,75;1;326;Carpi;S;306845335;S;N;NULL
RE495106;495106;MIGLIARINA - VIA GUASTALLA;NULL;646016,062;962980,438;1;326;Carpi;S;298046016;S;N;NULL
RE495107;495107;CARPI - MAESTA';NULL;647022,531;962408,222;1;326;Carpi;S;240847022;S;N;NULL
RE495108;495108;CARPI - CROCE ROSSA;NULL;647795,938;962018,938;1;326;Carpi;S;201847795;S;N;NULL
RE495109;495109;CARPI - OSTERIOLA;NULL;648529,288;961727,705;1;326;Carpi;S;172748529;S;N;NULL
RE495110;495110;CARPI - OSPEDALE;NULL;648897,187;961083,536;1;326;Carpi;S;108348897;S;N;NULL
RE495603;495603;MIGLIARINA - INC. VIA BALDUINA;NULL;643848,465;963765,25;5;326;Carpi;S;376543848;S;N;NULL
RE495604;495604;MIGLIARINA - COLOMBARA;NULL;644551,169;963426,588;1;326;Carpi;S;342644551;S;N;NULL
RE495605;495605;MIGLIARINA;NULL;645326,841;963101,409;1;326;Carpi;S;310145326;S;N;NULL
RE495606;495606;MIGLIARINA - VIA GUASTALLA;NULL;646015,269;963007,027;1;326;Carpi;S;300746015;S;N;NULL
RE495607;495607;CARPI - MAESTA';NULL;647036,807;962434,395;1;326;Carpi;S;243447036;S;N;NULL
RE495608;495608;CARPI - CROCE ROSSA;NULL;647797,409;962041,007;1;326;Carpi;S;204147797;S;N;NULL
RE495609;495609;CARPI - OSTERIOLA;NULL;648535,213;961735,111;1;326;Carpi;S;173548535;S;N;NULL
RE495610;495610;CARPI - OSPEDALE;NULL;648913,851;961094,645;1;326;Carpi;S;109448913;S;N;NULL
RE8534;8534;CARPI - PISCINE;NULL;647894,97;960951,883;1;326;Carpi;N;95147894;S;N;NULL
RE8565;8565;CARPI AUTOSTAZIONE;NULL;648449,873;960656,073;5;326;Carpi;S;65648449;S;N;NULL
RE904;904;SASSUOLO - SCUOLE VIA BOLOGNA;NULL;640774,947;933626,695;6;156;Sassuolo;S;362640774;S;N;NULL
RE906;906;SASSUOLO - SCUOLA E. MORANTE;NULL;641219,328;933225,275;1;156;Sassuolo;N;322541219;S;N;NULL
RE976;976;VILLAFRANCA;NULL;649739,883;972441,908;1;68;Novi Di Modena;S;244149739;S;N;NULL
RE977;977;BAR URIS;NULL;649937,816;972823,199;1;68;Novi Di Modena;S;282349937;S;N;NULL
REAEROP;AEROP;REGGIO EMILIA - AEROPORTO;NULL;631471,095;951324,15;1;NULL;NULL;NULL;132431471;S;N;NULL
REAIOLA;AIOLA;VILLA AIOLA;NULL;617326,415;952633,531;1;NULL;NULL;NULL;263317326;S;N;NULL
REALBIC;ALBIC;ALBINEA - CHIESA;NULL;627370,052;942387,209;1;NULL;NULL;NULL;238727370;S;N;NULL
REALBSA;ALBSA;ALBINEA - BELLAROSA;NULL;628878,743;943815,654;1;NULL;NULL;NULL;381528878;S;N;NULL
REALLEG;ALLEG;VIALE ALLEGRI;NULL;629162,656;951219,875;1;NULL;NULL;NULL;121929162;S;N;NULL
REANDRE;ANDRE;ANDRELLA;NULL;597420,187;916310,282;1;NULL;NULL;NULL;631097420;S;N;NULL
REARALDI;ARALDI;NULL;NULL;654846,318;944548,454;NULL;326;Carpi;S;454854846;S;N;NULL
REARCET;ARCET;ARCETO;NULL;636880,781;942306,187;1;NULL;NULL;NULL;230636880;S;N;NULL
REBABOC;BABOC;BAGNOLO IN PIANO - BOCCIODROMO;NULL;632261,071;957717,048;1;NULL;NULL;NULL;771732261;S;N;NULL
REBACIR;BACIR;BAGNOLO IN PIANO - VIA FERMI;NULL;632493,645;957379,409;1;NULL;NULL;NULL;737932493;S;N;NULL
REBAGGI;BAGGI;SASSUOLO - ISTITUTO BAGGI;NULL;642344,844;934023,023;1;156;Sassuolo;NULL;402342344;S;N;NULL
REBAGNO;BAGNO;BAGNO - SCUOLE;NULL;638595,952;946638,521;1;NULL;NULL;NULL;663838595;S;N;NULL
REBAISC;BAISC;BAISO - CASTELLO;NULL;627520,51;929110,599;1;285;Baiso;NULL;911027520;S;N;NULL
REBAISO;BAISO;BAISO;NULL;627332,563;928414,906;1;285;Baiso;NULL;841427332;S;N;NULL
REBANZO;BANZO;BANZOLA;NULL;618845,969;936251,844;1;NULL;NULL;NULL;625118845;S;N;NULL
REBAPIA;BAPIA;BAGNOLO IN PIANO;NULL;632662,724;958012,671;1;NULL;NULL;NULL;801232662;S;N;NULL
REBARCO;BARCO;BARCO;NULL;618388,423;949543,407;1;NULL;NULL;NULL;954318388;S;N;NULL
REBARNA;BARNA;BARCO-IVNANNI;NULL;618117,731;948997,096;NULL;NULL;NULL;NULL;899718117;S;N;NULL
REBEDOG;BEDOG;BEDOGNO;NULL;616936,704;912729,697;1;NULL;NULL;NULL;272916936;S;N;NULL
REBEGOZ;BEGOZ;VILLA BEGOZZO;NULL;639058,394;980481,865;1;NULL;NULL;NULL;48139058;S;N;NULL
REBERZA;BERZA;BERZANA;NULL;614727,041;921591,815;1;NULL;NULL;NULL;159114727;S;N;NULL
REBETTO;BETTO;BETTOLINO;NULL;640486,203;972387,566;1;NULL;NULL;NULL;238740486;S;N;NULL
REBIASO;BIASO;BIASOLA;NULL;625214,438;947746;1;NULL;NULL;NULL;774625214;S;N;NULL
REBIBCH;BIBCH;BIBBIANO CHIESA - CHIESA;NULL;616515,721;946412,064;1;NULL;NULL;NULL;641216515;S;N;NULL
REBIBFO;BIBFO;BIBBIANO-FOSSA;NULL;617409,087;947456,157;1;NULL;NULL;NULL;745617409;S;N;NULL
REBIRO;BIRO;BIROCCIO;NULL;627132,07;947652,677;1;NULL;NULL;NULL;765227132;S;N;NULL
REBOCCO;BOCCO;IL BOCCO;NULL;620620;932388;1;NULL;NULL;NULL;238820620;S;N;NULL
REBONDO;BONDO;BONDOLO;NULL;611451,097;917356,994;1;NULL;NULL;NULL;735611451;S;N;NULL
REBOSCH;BOSCH;BOSCHI - CENTRO SOCIALE;NULL;624720,469;943939,594;1;NULL;NULL;NULL;393924720;S;N;NULL
REBOSCO;BOSCO;BOSCO;NULL;632081,375;943369,125;1;NULL;NULL;NULL;336932081;S;N;NULL
REBRCIA;BRCIA;BARCACCIA;NULL;613355,894;947097,377;1;NULL;NULL;NULL;709713355;S;N;NULL
REBRESC;BRESC;BRESCELLO;NULL;619748,85;973056,465;1;NULL;NULL;NULL;305619748;S;N;NULL
REBRUGN;BRUGN;BRUGNETO - VIA DA VINCI;NULL;638542,899;976099,161;1;NULL;NULL;NULL;609938542;S;N;NULL
REBUCHI;BUCHI;BUCO DEL SIGNORE - CHIESA;NULL;629994,625;948289,281;1;NULL;NULL;NULL;828929994;S;N;NULL
REBUCOC;BUCOC;BUCO DEL SIGNORE  NON UTILIZZATA;NULL;629883,723;948107,852;1;NULL;NULL;NULL;810729883;S;N;NULL
REBUDRI;BUDRI;BUDRIO;NULL;638083,279;957012,571;1;186;Correggio;NULL;701238083;S;N;NULL
REBURAN;BURAN;BURANO;NULL;610376,362;922505,359;NULL;NULL;NULL;S;250510376;S;N;NULL
REBUSA;BUSA;BUSANA;NULL;605595,541;913889,687;1;NULL;NULL;NULL;388905595;S;N;NULL
REBUSAP;BUSAP;BUSANA - PIAZZA XXV APRILE;NULL;605561,048;913877,257;1;NULL;NULL;NULL;387705561;S;N;NULL
RECACAN;CACAN;CANALA;NULL;620229,644;931588,624;1;NULL;NULL;NULL;158820229;S;N;NULL
RECACRO;CACRO;CALERNO - VIA CARD. ROMERO;NULL;618114,478;956229,478;1;NULL;NULL;NULL;622918114;S;N;NULL
RECADRE;CADRE;CA' DEL RE';NULL;622026,475;914800,732;1;NULL;NULL;NULL;480022026;S;N;NULL
RECAGRA;CAGRA;CONSORZIO AGRARIO;NULL;628852,594;951894,938;1;NULL;NULL;NULL;189428852;S;N;NULL
RECALCA;CALCA;CALERNO - LOC. CANTONE;NULL;616929,263;956667,1;1;NULL;NULL;NULL;666716929;S;N;NULL
RECALER;CALER;CALERNO;NULL;617954,484;956198,596;1;NULL;NULL;NULL;619817954;S;N;NULL
RECALIZ;CALIZ;CALIZZO;NULL;615854,76;911018,875;1;NULL;NULL;NULL;101815854;S;N;NULL
RECAMAR;CAMAR;CA' MARASTONI;NULL;621275,123;915051,852;1;NULL;NULL;NULL;505121275;S;N;NULL
RECAMCM;CAMCM;CA' MASTASTONI - INC. CERRE' MARABINO;NULL;621279,462;915063,599;1;NULL;NULL;NULL;506321279;S;N;NULL
RECAMCU;CAMCU;CAMPEGINE - VIA CURIEL;NULL;621284,915;960086,055;1;NULL;NULL;NULL;8621284;S;N;NULL
RECAMPE;CAMPE;CAMPEGINE;NULL;621266,472;960004,636;1;NULL;NULL;NULL;421266;S;N;NULL
RECANAL;CANAL;CANALI;NULL;628177,409;946902,911;1;NULL;NULL;NULL;690228177;S;N;NULL
RECANOC;CANOC;CANOLO-CHIESA;NULL;638502,845;961886,523;1;186;Correggio;S;188638502;S;N;NULL
RECANOL;CANOL;CANOLO;NULL;638406,934;961983,437;1;186;Correggio;NULL;198338406;S;N;NULL
RECANOV;CANOV;CANOVA;NULL;603437,372;918981,056;1;NULL;NULL;NULL;898103437;S;N;NULL
RECAPOS;CAPOS;CARPINETI - UFFICIO POSTALE;NULL;621220,536;923739,512;1;NULL;NULL;NULL;373921220;S;N;NULL
RECAPRA;CAPRA;CAPRARA;NULL;619531,095;959926,129;NULL;NULL;NULL;NULL;992619531;S;N;NULL
RECAPTI;CAPTI;CARPINETI;NULL;621093,152;923702,698;1;NULL;NULL;NULL;370221093;S;N;NULL
RECARBE;CARBE;CARPINETI - INC. CA' BERETTI;NULL;620702,415;924084,8;1;NULL;NULL;NULL;408420702;S;N;NULL
RECARNI;CARNI;CARNIANA;NULL;616834,493;916277,215;1;NULL;NULL;NULL;627716834;S;N;NULL
RECAROL;CAROL;CA' DE CAROLI;NULL;633029,618;938752,89;1;NULL;NULL;NULL;875233029;S;N;NULL
RECARU;CARU;CARU;NULL;609761,983;913479,329;1;NULL;NULL;NULL;347909761;S;N;NULL
RECARU';CARU';CARU';NULL;609761,983;913479,329;1;NULL;NULL;NULL;347909761;S;N;NULL
RECAS;CAS;CASINA-SS;NULL;618858,503;930331,335;NULL;NULL;NULL;NULL;33118858;S;N;NULL
RECASAL;CASAL;CASALGRANDE;NULL;637902,275;938713,067;1;137;Casalgrande;NULL;871337902;S;N;NULL
RECASCS;CASCS;CASALGRANDE - CAMPO SPORTIVO;NULL;637733,816;938956,206;1;137;Casalgrande;NULL;895637733;S;N;NULL
RECASEL;CASEL;ALBINEA - LOC. CASELLINE;NULL;627423,503;943560,293;1;NULL;NULL;NULL;356027423;S;N;NULL
RECASIN;CASIN;CASINA;NULL;619245,87;929852,382;1;NULL;NULL;NULL;985219245;S;N;NULL
RECASNO;CASNO;CASALINO;NULL;596634,766;916297,467;1;NULL;NULL;NULL;629796634;S;N;NULL
RECASON;CASON;CASONI;NULL;637257,951;977931,038;1;NULL;NULL;NULL;793137257;S;N;NULL
RECASTA;CASTA;CASTAGNETO;NULL;598717,955;918129,065;1;NULL;NULL;NULL;812998717;S;N;NULL
RECASTI;CASTI;CASTIGLIONE;NULL;616632,653;907137,083;1;NULL;NULL;NULL;713716632;S;N;NULL
RECASTZ;CASTZ;CASTELLAZZO;NULL;638101,852;948693,97;1;NULL;NULL;NULL;869338101;S;N;NULL
RECAVAZ;CAVAZ;CAVAZZOLI;NULL;627531,454;953663,558;1;NULL;NULL;NULL;366327531;S;N;NULL
RECAVO;CAVO;CA' DEL CAVO;NULL;613537,897;923165,497;NULL;NULL;NULL;S;316513537;S;N;NULL
RECAVOL;CAVOL;CAVOLA;NULL;622050,448;917739,091;1;NULL;NULL;NULL;773922050;S;N;NULL
RECBFEB;CBFEB;CASE BALOCCHI - INC. FEBBIO;NULL;616205,358;906104,701;1;NULL;NULL;NULL;610416205;S;N;NULL
RECBP63;CBP63;CADELBOSCO SOPRA - SP 63;NULL;626693,422;957705,427;1;NULL;NULL;NULL;770526693;S;N;NULL
RECBSPC;CBSPC;CADELBOSCO SOPRA - CHIESA;NULL;626427,289;957966,705;1;NULL;NULL;NULL;796626427;S;N;NULL
RECBSPR;CBSPR;CADELBOSCO SOPRA;NULL;626301,125;958089,948;1;NULL;NULL;NULL;808926301;S;N;NULL
RECCOTO;CCOTO;CASE COCCONI - VIA TORRE;NULL;620429,321;960873,028;1;NULL;NULL;NULL;87320429;S;N;NULL
RECECAT;CECAT;PARCHEGGIO - VIA CECATI;NULL;628824,787;950208,252;NULL;NULL;NULL;NULL;20828824;S;N;NULL
RECELLA;CELLA;CELLA;NULL;622514,61;954095,636;1;NULL;NULL;NULL;409522514;S;N;NULL
RECEMAR;CEMAR;CERRE' MARABINO;NULL;619631,767;915721,985;1;NULL;NULL;NULL;572119631;S;N;NULL
RECEREZ;CEREZ;CEREZZOLA - INC. VEDRIANO;NULL;611745,063;936630,657;1;NULL;NULL;NULL;663011745;S;N;NULL
RECERLO;CERLO;CERVAROLO;NULL;618059,833;903721,947;1;NULL;NULL;NULL;372118059;S;N;NULL
RECERRD;CERRD;CERREDOLO;NULL;628891,623;918142,52;1;21;Cerredolo;NULL;814228891;S;N;NULL
RECESOL;CESOL;CERRE' SOLOGNO;NULL;608718,236;912774,511;1;NULL;NULL;NULL;277408718;S;N;NULL
RECHION;CHION;DIREZIONALE CHIONSO;NULL;630685,015;952084,342;1;NULL;NULL;NULL;208430685;S;N;NULL
RECIANO;CIANO;CIANO D'ENZA;NULL;611859,717;938983,587;1;NULL;NULL;NULL;898311859;S;N;NULL
RECICCH;CICCH;IL CROCICCHIO;NULL;618796,89;933680,979;1;NULL;NULL;NULL;368018796;S;N;NULL
RECIGRI;CIGRI;CIGARELLO - RIMESSA BUS;NULL;620669,437;924941,375;1;NULL;NULL;NULL;494120669;S;N;NULL
RECIM;CIM;CIM1;NULL;630215,772;951002,695;1;NULL;NULL;S;100230215;S;N;NULL
RECINCI;CINCI;CERVAROLO - INC. CIVAGO;NULL;618676,277;903424,599;1;NULL;NULL;NULL;342418676;S;N;NULL
RECINGA;CINGA;CERVAROLO - INC. GAZZANO;NULL;618710,485;903466,888;1;NULL;NULL;NULL;346618710;S;N;NULL
RECINGI;CINGI;CARNOLA - INC. GINEPRETO;NULL;611725,418;918815,417;1;NULL;NULL;NULL;881511725;S;N;NULL
RECIREN;CIREN;CIRENAICA;NULL;632564,498;952792,438;1;NULL;NULL;NULL;279232564;S;N;NULL
RECMCAS;CMCAS;CASALE;NULL;613617,481;919493,408;1;NULL;NULL;NULL;949313617;S;N;NULL
RECMDBO;CMDBO;CASTELNOVO MONTI - VIA DON BOSCO;NULL;611066,5;921052,5;1;NULL;NULL;NULL;105211066;S;N;NULL
RECMONT;CMONT;CASTELNOVO MONTI;NULL;611526,386;921542,525;1;NULL;NULL;NULL;154211526;S;N;NULL
RECMROM;CMROM;CMONTI-VIA ROMA;NULL;611762,801;921492,691;NULL;NULL;NULL;NULL;149211762;S;N;NULL
RECMSC;CMSC;CASTELNOVO MONTI - POLO SCOLASTICO1;NULL;612012,846;921183,536;1;NULL;NULL;NULL;118312012;S;N;NULL
RECNQUE;CNQUE;CINQUECERRI;NULL;606014,058;911704,11;1;NULL;NULL;NULL;170406014;S;N;NULL
RECODEM;CODEM;CODEMONDO;NULL;623890,423;950067,209;1;NULL;NULL;NULL;6723890;S;N;NULL
RECODIS;CODIS;CODISOTTO;NULL;636063,242;982212,957;NULL;NULL;NULL;NULL;221236063;S;N;NULL
RECOGRU;COGRU;COGRUZZO;NULL;625446,075;965482,599;1;NULL;NULL;NULL;548225446;S;N;NULL
RECOIAN;COIAN;CODEMONDO - INC. VIA ANTICA;NULL;622921,745;949942,095;1;NULL;NULL;NULL;994222921;S;N;NULL
RECOLLA;COLLA;COLLAGNA;NULL;601825,681;911430,559;1;NULL;NULL;NULL;143001825;S;N;NULL
RECOLOM;COLOM;COLOMBAIA;NULL;622936,571;920122,135;1;NULL;NULL;NULL;12222936;S;N;NULL
RECOLRI;COLRI;COLLAGNA - RIMESSA BUS;NULL;601363,699;911134,015;1;NULL;NULL;NULL;113401363;S;N;NULL
RECORES;CORES;CORREGGIO - ESPANSIONE SUD P.LE A. MORO;NULL;640547,244;958056,195;1;186;Correggio;NULL;805640547;S;N;NULL
RECORNI;CORNI;CORNIANO;NULL;615634,132;945402,409;1;NULL;NULL;NULL;540215634;S;N;NULL
RECORRE;CORRE;CORREGGIO;NULL;640852,269;959755,542;1;186;Correggio;NULL;975540852;S;N;NULL
RECORTI;CORTI;CORTICELLA;NULL;639036,144;943905,372;1;NULL;NULL;NULL;390539036;S;N;NULL
RECOSGR;COSGR;COSTA DE' GRASSI;NULL;609572,434;917939,285;1;NULL;NULL;NULL;793909572;S;N;NULL
RECOSNA;COSNA;COSTABONA;NULL;619025,658;911953,941;1;NULL;NULL;NULL;195319025;S;N;NULL
RECP467;CP467;CASALGRAND-SP467;NULL;637635,83;938458,919;NULL;137;Casalgrande;NULL;845837635;S;N;NULL
RECPRAT;CPRAT;CASA PRATI;NULL;630647,765;943809,296;1;NULL;NULL;NULL;380930647;S;N;NULL
RECPRPR;CPRPR;CORREGGIO - P. LE PORTA REGGIO;NULL;640712,205;959396,658;1;186;Correggio;NULL;939640712;S;N;NULL
RECPSCR;CPSCR;CARPI - S. CROCE;NULL;646403,963;958673,377;1;326;Carpi;NULL;867346403;S;N;NULL
RECRBIO;CRBIO;CARROBBIO;NULL;631137,489;968928,009;1;NULL;NULL;NULL;892831137;S;N;NULL
RECRBIS;CRBIS;CARROBBIO - STRADA S. BERNARDINO;NULL;631252,518;968989,424;NULL;NULL;NULL;S;898931252;S;N;NULL
RECROCE;CROCE;CROCE;NULL;613799,102;921524,984;1;NULL;NULL;NULL;152413799;S;N;NULL
RECROLO;CROLO;LUNGO CROSTOLO;NULL;628654,942;949613,144;1;NULL;NULL;NULL;961328654;S;N;NULL
RECSLDO;CSLDO;CASTELDALDO;NULL;626066,842;922197,407;1;NULL;NULL;NULL;219726066;S;N;NULL
